case,method,seed,probe_work,elapsed_us,probes,poles,attempts,thiele,linear_solves,num_terms,den_terms,degree_rows,separation_fallbacks
paper_eq28_d_y,BalancedZippelSeparated,1,0,7978.121,516,0,1,2,0,248,180,30,0
paper_eq28_d_y,BalancedZippel,1,0,12476.508,806,0,1,2,0,248,180,30,0
paper_eq28_d_y,CuytLeePruned,1,0,22109.205,899,0,1,3,14,248,180,0,0
paper_eq28_d_y,CuytLee,1,0,46444.319,1365,0,1,3,14,248,180,0,0
paper_eq28_d_y,BalancedZippel,2,0,18657.311,806,0,1,2,0,248,180,30,0
paper_eq28_d_y,CuytLeePruned,2,0,28835.341,899,0,1,3,14,248,180,0,0
paper_eq28_d_y,BalancedZippelSeparated,2,0,8150.421,516,0,1,2,0,248,180,30,0
paper_eq28_d_y,CuytLee,2,0,38457.608,1365,0,1,3,14,248,180,0,0
paper_eq28_d_y,CuytLeePruned,3,0,20290.098,899,0,1,3,14,248,180,0,0
paper_eq28_d_y,BalancedZippel,3,0,15756.980,806,0,1,2,0,248,180,30,0
paper_eq28_d_y,CuytLee,3,0,38149.106,1365,0,1,3,14,248,180,0,0
paper_eq28_d_y,BalancedZippelSeparated,3,0,8073.151,516,0,1,2,0,248,180,30,0
