case,baseline,current,change,firefly_best
fire7_nb0_rank1255,106,105,-1,201
fire7_nb0_rank1256,106,105,-1,201
fire7_nb0_rank1257,149,148,-1,327
fire7_nb0_rank1258,153,152,-1,325
fire7_nb0_rank1259,112,111,-1,222
fire7_nb0_rank1260,114,113,-1,275
fire7_nb0_rank1261,138,137,-1,348
fire7_nb0_rank1262,102,101,-1,206
fire7_nb0_rank1263,133,132,-1,318
fire7_nb0_rank1264,138,137,-1,270
fire7_nb0_rank1265,116,115,-1,251
fire7_nb0_rank1266,99,98,-1,257
fire7_nb0_rank1267,152,151,-1,330
fire7_nb0_rank1268,86,85,-1,227
fire7_nb0_rank1269,86,85,-1,227
fire7_nb0_rank1270,105,104,-1,220
fire7_nb0_rank1271,103,102,-1,262
fire7_nb0_rank1272,148,147,-1,344
fire7_nb0_rank1273,126,125,-1,265
fire7_nb0_rank1274,174,173,-1,336
fire7_nb0_rank1275,174,173,-1,336
fire7_nb0_rank1276,167,166,-1,273
fire7_nb0_rank1277,145,144,-1,273
fire7_nb0_rank1278,138,137,-1,306
fire7_nb0_rank1279,112,111,-1,248
fire7_nb0_rank1280,106,105,-1,255
fire7_nb0_rank1281,159,158,-1,258
fire7_nb0_rank1282,115,114,-1,216
fire7_nb0_rank1283,135,134,-1,157
fire7_nb0_rank1284,150,149,-1,320
fire7_nb0_rank1285,126,125,-1,321
fire7_nb0_rank1286,96,95,-1,225
fire7_nb0_rank1287,138,137,-1,295
fire7_nb0_rank1288,101,100,-1,212
fire7_nb0_rank1289,93,92,-1,212
fire7_nb0_rank1290,138,137,-1,304
fire7_nb0_rank1291,110,109,-1,267
fire7_nb0_rank1292,110,109,-1,258
fire7_nb0_rank1293,133,132,-1,207
fire7_nb0_rank1294,112,111,-1,275
fire7_nb0_rank1295,168,167,-1,254
fire7_nb0_rank1296,95,94,-1,204
fire7_nb0_rank1297,138,137,-1,279
fire7_nb0_rank1298,112,111,-1,279
fire7_nb0_rank1299,121,120,-1,281
fire7_nb0_rank1300,136,135,-1,231
fire7_nb0_rank1301,153,152,-1,258
fire7_nb0_rank1302,101,100,-1,202
fire7_nb0_rank1303,123,122,-1,278
fire7_nb0_rank1304,138,137,-1,279
fire7_nb0_rank1305,123,122,-1,278
fire7_nb0_rank1306,131,130,-1,276
fire7_nb0_rank1307,84,83,-1,171
fire7_nb0_rank1308,121,120,-1,276
fire7_nb0_rank1309,123,122,-1,288
fire7_nb0_rank1310,128,127,-1,259
fire7_nb0_rank1311,107,106,-1,240
fire7_nb0_rank1312,115,114,-1,293
fire7_nb0_rank1313,128,127,-1,259
fire7_nb0_rank1314,128,127,-1,312
fire7_nb0_rank1315,97,96,-1,189
fire7_nb0_rank1316,121,120,-1,210
fire7_nb0_rank1317,98,97,-1,251
fire7_nb0_rank1318,133,132,-1,311
fire7_nb0_rank1319,120,119,-1,261
fire7_nb0_rank1320,103,102,-1,167
fire7_nb0_rank1321,145,144,-1,266
fire7_nb0_rank1322,155,154,-1,227
fire7_nb0_rank1323,132,131,-1,296
fire7_nb0_rank1324,114,113,-1,273
fire7_nb0_rank1325,124,123,-1,255
fire7_nb0_rank1326,161,160,-1,255
fire7_nb0_rank1327,119,118,-1,310
fire7_nb0_rank1328,100,99,-1,223
fire7_nb0_rank1329,115,114,-1,252
fire7_nb0_rank1330,108,107,-1,227
fire7_nb0_rank1331,108,107,-1,227
fire7_nb0_rank1332,112,111,-1,275
fire7_nb0_rank1333,94,93,-1,200
fire7_nb0_rank1334,95,94,-1,220
fire7_nb0_rank1335,95,94,-1,199
fire7_nb0_rank1336,90,89,-1,199
fire7_nb0_rank1337,112,111,-1,248
fire7_nb0_rank1338,155,154,-1,315
fire7_nb0_rank1339,93,92,-1,221
fire7_nb0_rank1340,94,93,-1,208
fire7_nb0_rank1341,88,87,-1,209
fire7_nb0_rank1342,126,125,-1,277
fire7_nb0_rank1343,93,92,-1,233
fire7_nb0_rank1344,177,176,-1,323
fire7_nb0_rank1345,98,97,-1,204
fire7_nb0_rank1346,110,109,-1,206
fire7_nb0_rank1347,99,98,-1,200
fire7_nb0_rank1348,115,114,-1,238
fire7_nb0_rank1349,164,163,-1,289
fire7_nb0_rank1350,140,139,-1,237
fire7_nb0_rank1351,104,103,-1,239
fire7_nb0_rank1352,107,106,-1,267
fire7_nb0_rank1353,83,82,-1,223
fire7_nb0_rank1354,83,82,-1,223
fire7_nb0_rank1355,97,96,-1,243
fire7_nb0_rank1356,147,146,-1,320
fire7_nb0_rank1357,140,139,-1,305
fire7_nb0_rank1358,118,117,-1,200
fire7_nb0_rank1359,110,109,-1,206
fire7_nb0_rank1360,110,109,-1,206
fire7_nb0_rank1361,111,110,-1,196
fire7_nb0_rank1362,110,109,-1,206
fire7_nb0_rank1363,146,145,-1,297
fire7_nb0_rank1364,104,103,-1,131
fire7_nb0_rank1365,103,102,-1,131
fire7_nb0_rank1366,110,109,-1,206
fire7_nb0_rank1367,105,104,-1,230
fire7_nb0_rank1368,86,85,-1,193
fire7_nb0_rank1369,88,87,-1,160
fire7_nb0_rank1370,121,120,-1,256
fire7_nb0_rank1371,99,98,-1,200
fire7_nb0_rank1372,99,98,-1,205
fire7_nb0_rank1373,106,105,-1,257
fire7_nb0_rank1374,149,148,-1,314
fire7_nb0_rank1375,89,88,-1,275
fire7_nb0_rank1376,90,89,-1,207
fire7_nb0_rank1377,90,89,-1,207
fire7_nb0_rank1378,114,113,-1,231
fire7_nb0_rank1379,94,93,-1,188
fire7_nb0_rank1380,123,122,-1,210
fire7_nb0_rank1381,87,86,-1,194
fire7_nb0_rank1382,123,122,-1,266
fire7_nb0_rank1383,126,125,-1,273
fire7_nb0_rank1384,78,77,-1,167
fire7_nb0_rank1385,90,89,-1,198
fire7_nb0_rank1386,94,93,-1,197
fire7_nb0_rank1387,126,125,-1,273
fire7_nb0_rank1388,212,211,-1,377
fire7_nb0_rank1389,88,87,-1,160
fire7_nb0_rank1390,161,160,-1,296
fire7_nb0_rank1391,142,141,-1,254
fire7_nb0_rank1392,86,85,-1,205
fire7_nb0_rank1393,142,141,-1,254
fire7_nb0_rank1394,96,95,-1,207
fire7_nb0_rank1395,109,108,-1,263
fire7_nb0_rank1396,86,85,-1,213
fire7_nb0_rank1397,114,113,-1,219
fire7_nb0_rank1398,126,125,-1,273
fire7_nb0_rank1399,98,97,-1,244
fire7_nb0_rank1400,99,98,-1,190
fire7_nb0_rank1401,138,137,-1,276
fire7_nb0_rank1402,148,147,-1,239
fire7_nb0_rank1403,148,147,-1,239
fire7_nb0_rank1404,129,128,-1,239
fire7_nb0_rank1405,137,136,-1,324
fire7_nb0_rank1406,108,107,-1,229
fire7_nb0_rank1407,126,125,-1,273
fire7_nb0_rank1408,131,130,-1,203
fire7_nb0_rank1409,94,93,-1,197
fire7_nb0_rank1410,99,98,-1,188
fire7_nb0_rank1411,96,95,-1,199
fire7_nb0_rank1412,78,77,-1,164
fire7_nb0_rank1413,76,75,-1,165
fire7_nb0_rank1414,94,93,-1,205
fire7_nb0_rank1415,105,104,-1,230
fire7_nb0_rank1416,117,116,-1,245
fire7_nb0_rank1417,90,89,-1,212
fire7_nb0_rank1418,93,92,-1,184
fire7_nb0_rank1419,127,126,-1,285
fire7_nb0_rank1420,99,98,-1,235
fire7_nb0_rank1421,102,101,-1,247
fire7_nb0_rank1422,110,109,-1,242
fire7_nb0_rank1423,98,97,-1,223
fire7_nb0_rank1424,99,98,-1,235
fire7_nb0_rank1425,129,128,-1,238
fire7_nb0_rank1426,126,125,-1,222
fire7_nb0_rank1427,102,101,-1,232
fire7_nb0_rank1428,105,104,-1,233
fire7_nb0_rank1429,101,100,-1,237
fire7_nb0_rank1430,100,99,-1,245
fire7_nb0_rank1431,120,119,-1,270
fire7_nb0_rank1432,99,98,-1,231
fire7_nb0_rank1433,93,92,-1,206
fire7_nb0_rank1434,122,121,-1,276
fire7_nb0_rank1435,93,92,-1,206
fire7_nb0_rank1436,107,106,-1,247
fire7_nb0_rank1437,90,89,-1,212
fire7_nb0_rank1438,106,105,-1,217
fire7_nb0_rank1439,107,106,-1,242
fire7_nb0_rank1440,107,106,-1,180
fire7_nb0_rank1441,104,103,-1,226
fire7_nb0_rank1442,86,85,-1,158
fire7_nb0_rank1443,124,123,-1,265
fire7_nb0_rank1444,90,89,-1,263
fire7_nb0_rank1445,102,101,-1,263
fire7_nb0_rank1446,120,119,-1,276
fire7_nb0_rank1447,91,90,-1,264
fire7_nb0_rank1448,103,102,-1,192
fire7_nb0_rank1449,102,101,-1,193
fire7_nb0_rank1450,123,122,-1,257
fire7_nb0_rank1451,81,80,-1,220
fire7_nb0_rank1452,139,138,-1,256
fire7_nb0_rank1453,113,112,-1,244
fire7_nb0_rank1454,110,109,-1,244
fire7_nb0_rank1455,103,102,-1,252
fire7_nb0_rank1456,104,103,-1,255
fire7_nb0_rank1457,135,134,-1,242
fire7_nb0_rank1458,103,102,-1,192
fire7_nb0_rank1459,141,140,-1,313
fire7_nb0_rank1460,121,120,-1,248
fire7_nb0_rank1461,84,83,-1,189
fire7_nb0_rank1462,84,83,-1,182
fire7_nb0_rank1463,97,96,-1,241
fire7_nb0_rank1464,111,110,-1,264
fire7_nb0_rank1465,84,83,-1,182
fire7_nb0_rank1466,108,107,-1,270
fire7_nb0_rank1467,84,83,-1,186
fire7_nb0_rank1468,83,82,-1,176
fire7_nb0_rank1469,81,80,-1,180
fire7_nb0_rank1470,82,81,-1,204
fire7_nb0_rank1471,122,121,-1,235
fire7_nb0_rank1472,113,112,-1,248
fire7_nb0_rank1473,96,95,-1,125
fire7_nb0_rank1474,98,97,-1,125
fire7_nb0_rank1475,114,113,-1,269
fire7_nb0_rank1476,105,104,-1,189
fire7_nb0_rank1477,116,115,-1,229
fire7_nb0_rank1478,129,128,-1,230
fire7_nb0_rank1479,100,99,-1,185
fire7_nb0_rank1480,94,93,-1,185
fire7_nb0_rank1481,110,109,-1,244
fire7_nb0_rank1482,117,116,-1,187
fire7_nb0_rank1483,90,89,-1,259
fire7_nb0_rank1484,94,93,-1,241
fire7_nb0_rank1485,134,133,-1,225
fire7_nb0_rank1486,161,160,-1,257
fire7_nb0_rank1487,80,79,-1,186
fire7_nb0_rank1488,94,93,-1,192
fire7_nb0_rank1489,80,79,-1,187
fire7_nb0_rank1490,116,115,-1,220
fire7_nb0_rank1491,82,81,-1,202
fire7_nb0_rank1492,89,88,-1,176
fire7_nb0_rank1493,81,80,-1,176
fire7_nb0_rank1494,120,119,-1,272
fire7_nb0_rank1495,86,85,-1,206
fire7_nb0_rank1496,99,98,-1,229
fire7_nb0_rank1497,138,137,-1,245
fire7_nb0_rank1498,82,81,-1,183
fire7_nb0_rank1499,86,85,-1,183
fire7_nb0_rank1500,130,129,-1,202
fire7_nb0_rank1501,84,83,-1,171
fire7_nb0_rank1502,132,131,-1,276
fire7_nb0_rank1503,101,100,-1,189
fire7_nb0_rank1504,89,88,-1,202
fire7_nb0_rank1505,101,100,-1,189
fire7_nb0_rank1506,80,79,-1,155
fire7_nb0_rank1507,86,85,-1,155
fire7_nb0_rank1508,150,149,-1,310
fire7_nb0_rank1509,128,127,-1,244
fire7_nb0_rank1510,105,104,-1,227
fire7_nb0_rank1511,105,104,-1,227
fire7_nb0_rank1512,128,127,-1,244
fire7_nb0_rank1513,122,121,-1,278
fire7_nb0_rank1514,109,108,-1,184
fire7_nb0_rank1515,101,100,-1,189
fire7_nb0_rank1516,109,108,-1,184
fire7_nb0_rank1517,82,81,-1,186
fire7_nb0_rank1518,91,90,-1,183
fire7_nb0_rank1519,97,96,-1,213
fire7_nb0_rank1520,101,100,-1,215
fire7_nb0_rank1521,91,90,-1,162
fire7_nb0_rank1522,117,116,-1,197
fire7_nb0_rank1523,90,89,-1,169
fire7_nb0_rank1524,91,90,-1,183
fire7_nb0_rank1525,105,104,-1,227
fire7_nb0_rank1526,83,82,-1,186
fire7_nb0_rank1527,110,109,-1,220
fire7_nb0_rank1528,127,126,-1,272
fire7_nb0_rank1529,111,110,-1,207
fire7_nb0_rank1530,86,85,-1,186
fire7_nb0_rank1531,124,123,-1,221
fire7_nb0_rank1532,115,114,-1,175
fire7_nb0_rank1533,115,114,-1,175
fire7_nb0_rank1534,99,98,-1,191
fire7_nb0_rank1535,99,98,-1,209
fire7_nb0_rank1536,80,79,-1,162
fire7_nb0_rank1537,150,149,-1,271
fire7_nb0_rank1538,88,87,-1,198
fire7_nb0_rank1539,108,107,-1,225
fire7_nb0_rank1540,81,80,-1,175
fire7_nb0_rank1541,89,88,-1,175
fire7_nb0_rank1542,82,81,-1,228
fire7_nb0_rank1543,86,85,-1,228
fire7_nb0_rank1544,150,149,-1,271
fire7_nb0_rank1545,112,111,-1,241
fire7_nb0_rank1546,107,106,-1,239
fire7_nb0_rank1547,125,124,-1,291
fire7_nb0_rank1548,108,107,-1,225
fire7_nb0_rank1549,99,98,-1,174
fire7_nb0_rank1550,85,84,-1,159
fire7_nb0_rank1551,140,139,-1,282
fire7_nb0_rank1552,98,97,-1,175
fire7_nb0_rank1553,123,122,-1,226
fire7_nb0_rank1554,89,88,-1,170
fire7_nb0_rank1555,100,99,-1,246
fire7_nb0_rank1556,91,90,-1,169
fire7_nb0_rank1557,98,97,-1,191
fire7_nb0_rank1558,80,79,-1,193
fire7_nb0_rank1559,95,94,-1,175
fire7_nb0_rank1560,95,94,-1,175
fire7_nb0_rank1561,103,102,-1,206
fire7_nb0_rank1562,134,133,-1,255
fire7_nb0_rank1563,116,115,-1,260
fire7_nb0_rank1564,77,76,-1,178
fire7_nb0_rank1565,81,80,-1,182
fire7_nb0_rank1566,136,135,-1,311
fire7_nb0_rank1567,114,113,-1,235
fire7_nb0_rank1568,76,75,-1,190
fire7_nb0_rank1569,88,87,-1,197
fire7_nb0_rank1570,134,133,-1,260
fire7_nb0_rank1571,81,80,-1,149
fire7_nb0_rank1572,134,133,-1,242
fire7_nb0_rank1573,87,86,-1,159
fire7_nb0_rank1574,90,89,-1,199
fire7_nb0_rank1575,86,85,-1,171
fire7_nb0_rank1576,134,133,-1,234
fire7_nb0_rank1577,80,79,-1,180
fire7_nb0_rank1578,93,92,-1,173
fire7_nb0_rank1579,129,128,-1,199
fire7_nb0_rank1580,93,92,-1,185
fire7_nb0_rank1581,91,90,-1,178
fire7_nb0_rank1582,81,80,-1,179
fire7_nb0_rank1583,75,74,-1,148
fire7_nb0_rank1584,82,81,-1,233
fire7_nb0_rank1585,84,83,-1,169
fire7_nb0_rank1586,94,93,-1,226
fire7_nb0_rank1587,84,83,-1,185
fire7_nb0_rank1588,84,83,-1,169
fire7_nb0_rank1589,83,82,-1,198
fire7_nb0_rank1590,75,74,-1,181
fire7_nb0_rank1591,98,97,-1,189
fire7_nb0_rank1592,82,81,-1,150
fire7_nb0_rank1593,120,119,-1,227
fire7_nb0_rank1594,96,95,-1,202
fire7_nb0_rank1595,114,113,-1,242
fire7_nb0_rank1596,84,83,-1,185
fire7_nb0_rank1597,81,80,-1,163
fire7_nb0_rank1598,84,83,-1,169
fire7_nb0_rank1599,109,108,-1,239
fire7_nb0_rank1600,103,102,-1,128
fire7_nb0_rank1601,103,102,-1,128
fire7_nb0_rank1602,89,88,-1,184
fire7_nb0_rank1603,81,80,-1,163
fire7_nb0_rank1604,83,82,-1,198
fire7_nb0_rank1605,145,144,-1,191
fire7_nb0_rank1606,94,93,-1,226
fire7_nb0_rank1607,71,70,-1,156
fire7_nb0_rank1608,124,123,-1,218
fire7_nb0_rank1609,114,113,-1,216
fire7_nb0_rank1610,83,82,-1,180
fire7_nb0_rank1611,77,76,-1,206
fire7_nb0_rank1612,82,81,-1,150
fire7_nb0_rank1613,124,123,-1,213
fire7_nb0_rank1614,98,97,-1,242
fire7_nb0_rank1615,79,78,-1,167
fire7_nb0_rank1616,81,80,-1,170
fire7_nb0_rank1617,111,110,-1,261
fire7_nb0_rank1618,93,92,-1,197
fire7_nb0_rank1619,81,80,-1,163
fire7_nb0_rank1620,115,114,-1,199
fire7_nb0_rank1621,82,81,-1,183
fire7_nb0_rank1622,78,77,-1,183
fire7_nb0_rank1623,102,101,-1,187
fire7_nb0_rank1624,91,90,-1,210
fire7_nb0_rank1625,75,74,-1,153
fire7_nb0_rank1626,90,89,-1,202
fire7_nb0_rank1627,120,119,-1,205
fire7_nb0_rank1628,91,90,-1,235
fire7_nb0_rank1629,88,87,-1,163
fire7_nb0_rank1630,99,98,-1,220
fire7_nb0_rank1631,74,73,-1,188
fire7_nb0_rank1632,75,74,-1,170
fire7_nb0_rank1633,92,91,-1,235
fire7_nb0_rank1634,75,74,-1,153
fire7_nb0_rank1635,69,68,-1,146
fire7_nb0_rank1636,96,95,-1,217
fire7_nb0_rank1637,83,82,-1,186
fire7_nb0_rank1638,114,113,-1,192
fire7_nb0_rank1639,79,78,-1,162
fire7_nb0_rank1640,96,95,-1,227
fire7_nb0_rank1641,73,72,-1,184
fire7_nb0_rank1642,73,72,-1,184
fire7_nb0_rank1643,77,76,-1,200
fire7_nb0_rank1644,79,78,-1,184
fire7_nb0_rank1645,93,92,-1,180
fire7_nb0_rank1646,100,99,-1,185
fire7_nb0_rank1647,110,109,-1,122
fire7_nb0_rank1648,120,119,-1,199
fire7_nb0_rank1649,84,83,-1,185
fire7_nb0_rank1650,71,70,-1,152
fire7_nb0_rank1651,92,91,-1,204
fire7_nb0_rank1652,76,75,-1,182
fire7_nb0_rank1653,99,98,-1,217
fire7_nb0_rank1654,122,121,-1,219
fire7_nb0_rank1655,88,87,-1,196
fire7_nb0_rank1656,109,108,-1,239
fire7_nb0_rank1657,95,94,-1,165
fire7_nb0_rank1658,96,95,-1,214
fire7_nb0_rank1659,97,96,-1,184
fire7_nb0_rank1660,82,81,-1,171
fire7_nb0_rank1661,78,77,-1,188
fire7_nb0_rank1662,93,92,-1,178
fire7_nb0_rank1663,124,123,-1,233
fire7_nb0_rank1664,118,117,-1,255
fire7_nb0_rank1665,78,77,-1,149
fire7_nb0_rank1666,76,75,-1,158
fire7_nb0_rank1667,76,75,-1,158
fire7_nb0_rank1668,83,82,-1,189
fire7_nb0_rank1669,92,91,-1,211
fire7_nb0_rank1670,80,79,-1,193
fire7_nb0_rank1671,72,71,-1,173
fire7_nb0_rank1672,72,71,-1,170
fire7_nb0_rank1673,78,77,-1,211
fire7_nb0_rank1674,73,72,-1,184
fire7_nb0_rank1675,79,78,-1,184
fire7_nb0_rank1676,76,75,-1,183
fire7_nb0_rank1677,85,84,-1,174
fire7_nb0_rank1678,82,81,-1,190
fire7_nb0_rank1679,93,92,-1,160
fire7_nb0_rank1680,80,79,-1,135
fire7_nb0_rank1681,80,79,-1,140
fire7_nb0_rank1682,73,72,-1,184
fire7_nb0_rank1683,89,88,-1,195
fire7_nb0_rank1684,78,77,-1,211
fire7_nb0_rank1685,72,71,-1,150
fire7_nb0_rank1686,89,88,-1,202
fire7_nb0_rank1687,76,75,-1,183
fire7_nb0_rank1688,117,116,-1,205
fire7_nb0_rank1689,69,68,-1,141
fire7_nb0_rank1690,69,68,-1,141
fire7_nb0_rank1691,82,81,-1,191
fire7_nb0_rank1692,86,85,-1,180
fire7_nb0_rank1693,92,91,-1,154
fire7_nb0_rank1694,83,82,-1,195
fire7_nb0_rank1695,92,91,-1,201
fire7_nb0_rank1696,81,80,-1,196
fire7_nb0_rank1697,98,97,-1,182
fire7_nb0_rank1698,69,68,-1,165
fire7_nb0_rank1699,88,87,-1,167
fire7_nb0_rank1700,84,83,-1,195
fire7_nb0_rank1701,86,85,-1,168
fire7_nb0_rank1702,79,78,-1,194
fire7_nb0_rank1703,74,73,-1,138
fire7_nb0_rank1704,85,84,-1,159
fire7_nb0_rank1705,80,79,-1,138
fire7_nb0_rank1706,102,101,-1,194
fire7_nb0_rank1707,102,101,-1,194
fire7_nb0_rank1708,90,89,-1,199
fire7_nb0_rank1709,81,80,-1,187
fire7_nb0_rank1710,93,92,-1,183
fire7_nb0_rank1711,90,89,-1,199
fire7_nb0_rank1712,114,113,-1,192
fire7_nb0_rank1713,93,92,-1,183
fire7_nb0_rank1714,103,102,-1,193
fire7_nb0_rank1715,101,100,-1,233
fire7_nb0_rank1716,75,74,-1,145
fire7_nb0_rank1717,90,89,-1,199
fire7_nb0_rank1718,83,82,-1,172
fire7_nb0_rank1719,83,82,-1,172
fire7_nb0_rank1720,91,90,-1,158
fire7_nb0_rank1721,90,89,-1,199
fire7_nb0_rank1722,86,85,-1,179
fire7_nb0_rank1723,70,69,-1,152
fire7_nb0_rank1724,68,67,-1,152
fire7_nb0_rank1725,97,96,-1,213
fire7_nb0_rank1726,73,72,-1,182
fire7_nb0_rank1727,93,92,-1,183
fire7_nb0_rank1728,86,85,-1,179
fire7_nb0_rank1729,74,73,-1,156
fire7_nb0_rank1730,97,96,-1,201
fire7_nb0_rank1731,82,81,-1,105
fire7_nb0_rank1732,74,73,-1,159
fire7_nb0_rank1733,68,67,-1,153
fire7_nb0_rank1734,81,80,-1,179
fire7_nb0_rank1735,82,81,-1,147
fire7_nb0_rank1736,87,86,-1,162
fire7_nb0_rank1737,112,111,-1,166
fire7_nb0_rank1738,70,69,-1,169
fire7_nb0_rank1739,149,148,-1,260
fire7_nb0_rank1740,83,82,-1,162
fire7_nb0_rank1741,83,82,-1,162
fire7_nb0_rank1742,75,74,-1,160
fire7_nb0_rank1743,134,133,-1,280
fire7_nb0_rank1744,94,93,-1,191
fire7_nb0_rank1745,93,92,-1,192
fire7_nb0_rank1746,103,102,-1,171
fire7_nb0_rank1747,71,70,-1,138
fire7_nb0_rank1748,85,84,-1,160
fire7_nb0_rank1749,103,102,-1,171
fire7_nb0_rank1750,69,68,-1,177
fire7_nb0_rank1751,73,72,-1,145
fire7_nb0_rank1752,86,85,-1,180
fire7_nb0_rank1753,69,68,-1,108
fire7_nb0_rank1754,78,77,-1,158
fire7_nb0_rank1755,87,86,-1,171
fire7_nb0_rank1756,95,94,-1,179
fire7_nb0_rank1757,105,104,-1,226
fire7_nb0_rank1758,90,89,-1,195
fire7_nb0_rank1759,85,84,-1,145
fire7_nb0_rank1760,88,87,-1,186
fire7_nb0_rank1761,93,92,-1,192
fire7_nb0_rank1762,87,86,-1,175
fire7_nb0_rank1763,90,89,-1,195
fire7_nb0_rank1764,90,89,-1,195
fire7_nb0_rank1765,76,75,-1,180
fire7_nb0_rank1766,149,148,-1,260
fire7_nb0_rank1767,72,71,-1,152
fire7_nb0_rank1768,74,73,-1,159
fire7_nb0_rank1769,72,71,-1,153
fire7_nb0_rank1770,76,75,-1,156
fire7_nb0_rank1771,75,74,-1,172
fire7_nb0_rank1772,72,71,-1,153
fire7_nb0_rank1773,72,71,-1,156
fire7_nb0_rank1774,76,75,-1,178
fire7_nb0_rank1775,72,71,-1,153
fire7_nb0_rank1776,95,94,-1,179
fire7_nb0_rank1777,73,72,-1,166
fire7_nb0_rank1778,80,79,-1,179
fire7_nb0_rank1779,70,69,-1,164
fire7_nb0_rank1780,129,128,-1,227
fire7_nb0_rank1781,71,70,-1,158
fire7_nb0_rank1782,71,70,-1,158
fire7_nb0_rank1783,75,74,-1,172
fire7_nb0_rank1784,88,87,-1,179
fire7_nb0_rank1785,94,93,-1,188
fire7_nb0_rank1786,87,86,-1,188
fire7_nb0_rank1787,71,70,-1,168
fire7_nb0_rank1788,71,70,-1,168
fire7_nb0_rank1789,99,98,-1,184
fire7_nb0_rank1790,75,74,-1,172
fire7_nb0_rank1791,88,87,-1,177
fire7_nb0_rank1792,88,87,-1,177
fire7_nb0_rank1793,68,67,-1,141
fire7_nb0_rank1794,116,115,-1,186
fire7_nb0_rank1795,90,89,-1,195
fire7_nb0_rank1796,75,74,-1,172
fire7_nb0_rank1797,88,87,-1,181
fire7_nb0_rank1798,78,77,-1,181
fire7_nb0_rank1799,71,70,-1,168
fire7_nb0_rank1800,72,71,-1,157
fire7_nb0_rank1801,88,87,-1,181
fire7_nb0_rank1802,80,79,-1,140
fire7_nb0_rank1803,71,70,-1,158
fire7_nb0_rank1804,77,76,-1,192
fire7_nb0_rank1805,88,87,-1,169
fire7_nb0_rank1806,85,84,-1,190
fire7_nb0_rank1807,80,79,-1,158
fire7_nb0_rank1808,68,67,-1,153
fire7_nb0_rank1809,67,66,-1,129
fire7_nb0_rank1810,112,111,-1,167
fire7_nb0_rank1811,73,72,-1,158
fire7_nb0_rank1812,68,67,-1,141
fire7_nb0_rank1813,71,70,-1,168
fire7_nb0_rank1814,86,85,-1,215
fire7_nb0_rank1815,65,64,-1,131
fire7_nb0_rank1816,71,70,-1,168
fire7_nb0_rank1817,75,74,-1,172
fire7_nb0_rank1818,75,74,-1,172
fire7_nb0_rank1819,92,91,-1,173
fire7_nb0_rank1820,68,67,-1,145
fire7_nb0_rank1821,75,74,-1,148
fire7_nb0_rank1822,72,71,-1,145
fire7_nb0_rank1823,77,76,-1,192
fire7_nb0_rank1824,85,84,-1,190
fire7_nb0_rank1825,72,71,-1,164
fire7_nb0_rank1826,62,61,-1,147
fire7_nb0_rank1827,62,61,-1,149
fire7_nb0_rank1828,82,81,-1,179
fire7_nb0_rank1829,99,98,-1,183
fire7_nb0_rank1830,75,74,-1,149
fire7_nb0_rank1831,93,92,-1,160
fire7_nb0_rank1832,72,71,-1,168
fire7_nb0_rank1833,96,95,-1,118
fire7_nb0_rank1834,87,86,-1,155
fire7_nb0_rank1835,62,61,-1,143
fire7_nb0_rank1836,77,76,-1,192
fire7_nb0_rank1837,122,121,-1,169
fire7_nb0_rank1838,100,99,-1,185
fire7_nb0_rank1839,70,69,-1,153
fire7_nb0_rank1840,63,62,-1,147
fire7_nb0_rank1841,87,86,-1,163
fire7_nb0_rank1842,89,88,-1,157
fire7_nb0_rank1843,93,92,-1,160
fire7_nb0_rank1844,75,74,-1,175
fire7_nb0_rank1845,100,99,-1,171
fire7_nb0_rank1846,64,63,-1,148
fire7_nb0_rank1847,64,63,-1,146
fire7_nb0_rank1848,75,74,-1,159
fire7_nb0_rank1849,84,83,-1,136
fire7_nb0_rank1850,95,94,-1,152
fire7_nb0_rank1851,73,72,-1,138
fire7_nb0_rank1852,66,65,-1,148
fire7_nb0_rank1853,78,77,-1,138
fire7_nb0_rank1854,71,70,-1,144
fire7_nb0_rank1855,78,77,-1,138
fire7_nb0_rank1856,91,90,-1,157
fire7_nb0_rank1857,71,70,-1,140
fire7_nb0_rank1858,69,68,-1,140
fire7_nb0_rank1859,80,79,-1,159
fire7_nb0_rank1860,62,61,-1,151
fire7_nb0_rank1861,98,97,-1,167
fire7_nb0_rank1862,64,63,-1,151
fire7_nb0_rank1863,64,63,-1,151
fire7_nb0_rank1864,68,67,-1,167
fire7_nb0_rank1865,81,80,-1,157
fire7_nb0_rank1866,92,91,-1,113
fire7_nb0_rank1867,74,73,-1,167
fire7_nb0_rank1868,103,102,-1,179
fire7_nb0_rank1869,75,74,-1,151
fire7_nb0_rank1870,69,68,-1,138
fire7_nb0_rank1871,67,66,-1,138
fire7_nb0_rank1872,69,68,-1,138
fire7_nb0_rank1873,67,66,-1,138
fire7_nb0_rank1874,66,65,-1,144
fire7_nb0_rank1875,70,69,-1,155
fire7_nb0_rank1876,71,70,-1,140
fire7_nb0_rank1877,63,62,-1,132
fire7_nb0_rank1878,86,85,-1,207
fire7_nb0_rank1879,71,70,-1,149
fire7_nb0_rank1880,85,84,-1,159
fire7_nb0_rank1881,69,68,-1,138
fire7_nb0_rank1882,67,66,-1,138
fire7_nb0_rank1883,61,60,-1,132
fire7_nb0_rank1884,85,84,-1,168
fire7_nb0_rank1885,111,110,-1,149
fire7_nb0_rank1886,102,101,-1,165
fire7_nb0_rank1887,71,70,-1,140
fire7_nb0_rank1888,76,75,-1,140
fire7_nb0_rank1889,97,96,-1,156
