case,method,seed,status,elapsed_us,probes,primes,images,support_reuses,support_fallbacks,probes_by_prime,prime_policy,oracle,num_terms,den_terms,setup_ms,selected_methods
fire7_graph5_rank0024,BalancedZippelSeparated,1,ok,286.701,38,2,1,0,0,2305843009213693967:35;2305843009213693973:3,Symbolica_default,cached_powers_Q,14,10,0.585,BalancedZippelSeparated
fire7_graph5_rank0024,FireFly_default,1,ok,3176.220,56,2,,,,9223372036854775643:1;9223372036854775783:55,FireFly_default,cached_powers_Q,14,10,,
fire7_graph5_rank0024,FireFly_scan,1,ok,7472.366,128,2,,,,9223372036854775643:31;9223372036854775783:97,FireFly_default,cached_powers_Q,14,10,,
fire7_graph5_rank0024,FIRE7_Q_learned,1,ok,2483.089,110,3,2,,,18446744073709551521:3;18446744073709551533:48;18446744073709551557:59,FIRE7_native_64,cached_powers_Q,14,10,,
fire7_graph5_rank0024,Automatic,1,ok,305.831,42,2,1,0,0,2305843009213693967:39;2305843009213693973:3,Symbolica_default,cached_powers_Q,14,10,0.417,BalancedZippel
fire7_graph5_rank0025,BalancedZippelSeparated,1,ok,227.490,33,2,1,0,0,2305843009213693967:30;2305843009213693973:3,Symbolica_default,cached_powers_Q,12,10,0.284,BalancedZippelSeparated
fire7_graph5_rank0025,FireFly_default,1,ok,2313.618,59,2,,,,9223372036854775643:1;9223372036854775783:58,FireFly_default,cached_powers_Q,12,10,,
fire7_graph5_rank0025,FireFly_scan,1,ok,4986.377,112,2,,,,9223372036854775643:31;9223372036854775783:81,FireFly_default,cached_powers_Q,12,10,,
fire7_graph5_rank0025,FIRE7_Q_learned,1,ok,1335.885,76,3,2,,,18446744073709551521:3;18446744073709551533:34;18446744073709551557:39,FIRE7_native_64,cached_powers_Q,12,10,,
fire7_graph5_rank0025,Automatic,1,ok,401.961,37,2,1,0,0,2305843009213693967:34;2305843009213693973:3,Symbolica_default,cached_powers_Q,12,10,0.267,BalancedZippel
fire7_graph5_rank0026,BalancedZippelSeparated,1,ok,243.281,38,2,1,0,0,2305843009213693967:35;2305843009213693973:3,Symbolica_default,cached_powers_Q,14,10,0.453,BalancedZippelSeparated
fire7_graph5_rank0026,FireFly_default,1,ok,3082.211,56,2,,,,9223372036854775643:1;9223372036854775783:55,FireFly_default,cached_powers_Q,14,10,,
fire7_graph5_rank0026,FireFly_scan,1,ok,7460.496,117,2,,,,9223372036854775643:31;9223372036854775783:86,FireFly_default,cached_powers_Q,14,10,,
fire7_graph5_rank0026,FIRE7_Q_learned,1,ok,2320.968,110,3,2,,,18446744073709551521:3;18446744073709551533:48;18446744073709551557:59,FIRE7_native_64,cached_powers_Q,14,10,,
fire7_graph5_rank0026,Automatic,1,ok,549.312,42,2,1,0,0,2305843009213693967:39;2305843009213693973:3,Symbolica_default,cached_powers_Q,14,10,0.391,BalancedZippel
fire7_graph5_rank0027,BalancedZippelSeparated,1,ok,230.051,40,2,1,0,0,2305843009213693967:37;2305843009213693973:3,Symbolica_default,cached_powers_Q,13,10,0.302,BalancedZippelSeparated
fire7_graph5_rank0027,FireFly_default,1,ok,2372.438,59,2,,,,9223372036854775643:1;9223372036854775783:58,FireFly_default,cached_powers_Q,13,10,,
fire7_graph5_rank0027,FireFly_scan,1,ok,5369.308,123,2,,,,9223372036854775643:31;9223372036854775783:92,FireFly_default,cached_powers_Q,13,10,,
fire7_graph5_rank0027,FIRE7_Q_learned,1,ok,1706.406,112,3,2,,,18446744073709551521:3;18446744073709551533:50;18446744073709551557:59,FIRE7_native_64,cached_powers_Q,13,10,,
fire7_graph5_rank0027,Automatic,1,ok,277.721,44,2,1,0,0,2305843009213693967:41;2305843009213693973:3,Symbolica_default,cached_powers_Q,13,10,0.287,BalancedZippel
fire7_graph5_rank0028,BalancedZippelSeparated,1,ok,286.112,40,2,1,0,0,2305843009213693967:37;2305843009213693973:3,Symbolica_default,cached_powers_Q,13,10,0.504,BalancedZippelSeparated
fire7_graph5_rank0028,FireFly_default,1,ok,2542.278,59,2,,,,9223372036854775643:1;9223372036854775783:58,FireFly_default,cached_powers_Q,13,10,,
fire7_graph5_rank0028,FireFly_scan,1,ok,7479.406,123,2,,,,9223372036854775643:31;9223372036854775783:92,FireFly_default,cached_powers_Q,13,10,,
fire7_graph5_rank0028,FIRE7_Q_learned,1,ok,2323.708,112,3,2,,,18446744073709551521:3;18446744073709551533:50;18446744073709551557:59,FIRE7_native_64,cached_powers_Q,13,10,,
fire7_graph5_rank0028,Automatic,1,ok,331.262,44,2,1,0,0,2305843009213693967:41;2305843009213693973:3,Symbolica_default,cached_powers_Q,13,10,0.361,BalancedZippel
fire7_graph5_rank0029,BalancedZippelSeparated,1,ok,232.691,40,2,1,0,0,2305843009213693967:37;2305843009213693973:3,Symbolica_default,cached_powers_Q,17,10,0.290,BalancedZippelSeparated
fire7_graph5_rank0029,FireFly_default,1,ok,2530.659,62,2,,,,9223372036854775643:1;9223372036854775783:61,FireFly_default,cached_powers_Q,17,10,,
fire7_graph5_rank0029,FireFly_scan,1,ok,6236.852,140,2,,,,9223372036854775643:33;9223372036854775783:107,FireFly_default,cached_powers_Q,17,10,,
fire7_graph5_rank0029,FIRE7_Q_learned,1,ok,1716.666,110,3,2,,,18446744073709551521:3;18446744073709551533:48;18446744073709551557:59,FIRE7_native_64,cached_powers_Q,17,10,,
fire7_graph5_rank0029,Automatic,1,ok,243.561,44,2,1,0,0,2305843009213693967:41;2305843009213693973:3,Symbolica_default,cached_powers_Q,17,10,0.284,BalancedZippel
fire7_graph5_rank0030,BalancedZippelSeparated,1,ok,381.061,36,2,1,0,0,2305843009213693967:33;2305843009213693973:3,Symbolica_default,cached_powers_Q,14,8,0.241,BalancedZippelSeparated
fire7_graph5_rank0030,FireFly_default,1,ok,2679.999,51,2,,,,9223372036854775643:1;9223372036854775783:50,FireFly_default,cached_powers_Q,14,8,,
fire7_graph5_rank0030,FireFly_scan,1,ok,6677.763,111,2,,,,9223372036854775643:29;9223372036854775783:82,FireFly_default,cached_powers_Q,14,8,,
fire7_graph5_rank0030,FIRE7_Q_learned,1,ok,2292.359,100,3,2,,,18446744073709551521:3;18446744073709551533:42;18446744073709551557:55,FIRE7_native_64,cached_powers_Q,14,8,,
fire7_graph5_rank0030,Automatic,1,ok,240.560,39,2,1,0,0,2305843009213693967:36;2305843009213693973:3,Symbolica_default,cached_powers_Q,14,8,0.293,BalancedZippel
fire7_graph5_rank0031,BalancedZippelSeparated,1,ok,222.390,31,2,1,0,0,2305843009213693967:28;2305843009213693973:3,Symbolica_default,cached_powers_Q,12,10,0.443,BalancedZippelSeparated
